2.500000000000000000e-01	2.636718750000000000e-01
9.257812500000000000e-01	6.367187500000000000e-01
9.492187500000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	6.835937500000000000e-01
7.187500000000000000e-01	9.726562500000000000e-01
1.000000000000000000e+00	7.812500000000000000e-01
8.320312500000000000e-01	9.570312500000000000e-01
1.000000000000000000e+00	9.648437500000000000e-01
2.138671875000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00
9.375000000000000000e-01	8.632812500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.414062500000000000e-01
9.375000000000000000e-01	8.984375000000000000e-01
9.101562500000000000e-01	9.882812500000000000e-01
7.148437500000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	9.609375000000000000e-01
9.921875000000000000e-01	9.726562500000000000e-01
9.921875000000000000e-01	9.804687500000000000e-01
8.203125000000000000e-01	1.000000000000000000e+00
9.843750000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00
9.101562500000000000e-01	1.000000000000000000e+00
