9.335937500000000000e-01	9.179687500000000000e-01
8.632812500000000000e-01	2.709960937500000000e-02
8.476562500000000000e-01	1.000000000000000000e+00
9.765625000000000000e-01	2.090454101562500000e-03
4.355468750000000000e-01	8.203125000000000000e-01
1.000000000000000000e+00	4.804687500000000000e-01
3.593750000000000000e-01	8.984375000000000000e-01
1.000000000000000000e+00	7.539062500000000000e-01
3.085937500000000000e-01	1.000000000000000000e+00
9.453125000000000000e-01	9.921875000000000000e-01
6.796875000000000000e-01	8.945312500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00
9.921875000000000000e-01	9.453125000000000000e-01
9.335937500000000000e-01	8.671875000000000000e-01
7.539062500000000000e-01	1.000000000000000000e+00
1.787109375000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	8.085937500000000000e-01
9.960937500000000000e-01	1.000000000000000000e+00
9.882812500000000000e-01	9.921875000000000000e-01
1.386718750000000000e-01	8.515625000000000000e-01
9.843750000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00
9.257812500000000000e-01	9.960937500000000000e-01
